Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,32748,1391,1317,1329,1418,1415,1248,1297,1330,1220,1309,1316,926,717,554,517,598,639,623,650,609,565,603,637,482,523,537,581,770,664,710,591,642,580,650,802,714,749,643,798,84,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
TOTAL CAUSAS SISTEMA RESPIRATORIO,3199,127,147,121,146,166,113,168,74,145,97,184,183,206,112,72,49,63,56,57,26,61,53,54,42,56,24,50,138,38,40,30,40,18,47,39,26,46,33,52,0,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
IRA Alta (J00-J06),1921,69,91,77,90,123,73,122,55,98,65,127,132,139,63,46,34,30,24,27,14,37,33,33,16,43,15,37,13,9,28,21,28,10,17,21,14,19,10,18,0,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
Influenza (J09-J11),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
Neumonía (J12-J18),166,15,9,8,15,8,6,7,1,7,7,8,6,5,7,2,3,3,4,3,0,4,2,1,7,0,6,0,2,2,3,2,4,2,1,1,2,0,1,2,0,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
Bronquitis/bronquiolitis aguda (J20-J21),240,19,14,10,14,13,8,11,2,11,13,18,13,16,18,8,4,7,8,1,3,3,0,4,0,2,1,0,2,2,0,0,0,0,1,0,2,2,6,4,0,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
Crisis obstructiva bronquial (J40-J46),610,23,27,22,26,22,23,19,13,24,9,27,25,25,10,10,7,9,9,17,8,9,8,11,12,8,2,7,118,15,5,5,5,1,7,10,5,6,5,16,0,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",261,1,5,4,1,0,3,9,3,5,3,4,7,21,14,6,1,14,11,9,1,8,10,5,7,3,0,6,3,10,4,2,3,5,21,7,3,19,11,12,0,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
COVID 19 Sospechoso (U072),1908,-,-,-,-,-,0,0,0,0,0,2,24,24,22,16,32,17,26,47,51,32,61,82,46,72,80,72,116,83,125,81,129,108,69,70,121,112,75,103,10,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
COVID 19 Confirmado (U071),164,-,-,-,-,-,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,2,6,7,3,8,6,5,24,26,17,7,5,7,5,6,12,13,0,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
TOTAL CAUSAS SISTEMA CIRCULATORIO,1560,41,50,58,43,38,36,58,34,75,42,53,29,31,33,27,35,52,34,58,25,25,23,38,25,28,31,39,36,44,41,45,35,48,43,49,46,37,26,42,7,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
Infarto agudo miocardio,121,2,5,4,3,0,9,1,1,4,3,1,1,3,0,0,0,3,4,2,3,0,2,6,5,3,0,6,2,7,3,4,3,4,2,8,4,3,1,7,2,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
Accidente vascular encefálico,191,7,7,2,9,7,6,6,3,7,5,6,1,2,2,4,7,7,6,5,4,2,2,3,3,6,3,5,5,6,4,6,3,7,9,4,6,2,8,3,1,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
Crisis hipertensiva,303,9,8,13,6,6,2,4,7,15,7,5,4,5,7,7,7,10,12,15,7,4,3,10,5,3,6,6,7,10,7,6,8,12,7,13,15,9,6,9,1,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
Arritmia grave,65,1,1,2,9,2,0,5,0,2,0,1,3,2,2,0,1,2,0,1,1,1,0,1,0,0,1,0,3,3,1,2,0,1,3,6,1,3,1,3,0,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
Otras causas circulatorias,880,22,29,37,16,23,19,42,23,47,27,40,20,19,22,16,20,30,12,35,10,18,16,18,12,16,21,22,19,18,26,27,21,24,22,18,20,20,10,20,3,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,8629,367,318,342,363,333,335,356,345,295,368,333,191,167,113,151,153,174,165,196,193,180,174,195,145,142,136,146,163,167,152,152,180,175,186,241,210,211,164,220,32,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
Accidentes del tránsito,428,26,12,27,41,14,12,26,22,25,10,13,6,1,3,8,5,9,9,15,2,4,7,8,0,11,7,8,12,8,1,9,5,10,9,16,11,1,3,12,0,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
Otras causas externas,8201,341,306,315,322,319,323,330,323,270,358,320,185,166,110,143,148,165,156,181,191,176,167,187,145,131,129,138,151,159,151,143,175,165,177,225,199,210,161,208,32,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
DIARREA AGUDA (A00-A09),811,36,37,64,43,54,41,36,55,55,31,55,16,18,8,10,5,15,9,8,11,5,3,47,7,4,10,12,13,10,12,9,5,7,11,3,7,26,7,5,1,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
TOTAL DEMÁS CAUSAS,16547,820,765,744,823,824,723,679,822,650,771,691,507,294,286,241,324,318,332,284,303,260,288,219,211,214,253,254,298,317,316,248,236,217,289,393,299,311,326,363,34,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,2127,56,75,76,63,62,23,44,48,71,54,63,38,47,41,53,63,61,50,63,54,50,46,49,42,40,52,63,57,62,56,48,51,62,52,44,56,65,49,65,13,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
- CAUSAS SISTEMA CIRCULATORIO,299,9,8,9,13,9,8,7,1,9,8,6,5,7,1,5,7,11,8,10,5,5,3,12,6,6,3,9,4,12,9,9,6,10,10,18,8,4,7,8,4,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
- CAUSAS SISTEMA RESPIRATORIO,136,7,9,3,9,7,5,3,3,7,4,7,6,6,6,5,4,6,1,2,0,4,2,4,6,1,2,0,2,2,0,1,0,0,3,0,1,0,1,7,0,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
- SOSPECHA CORONAVIRUS (U072),232,-,-,-,-,-,-,-,-,-,-,0,1,2,2,4,2,5,3,8,6,9,5,12,3,3,12,19,15,10,14,9,15,16,4,4,18,14,11,4,2,2020,Libertador B. O'Higgins,Hospital,Hospital San Juan de Dios (San Fernando)
