Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,11228,0,-,-,-,-,-,-,-,0,-,-,-,0,257,450,402,182,280,412,399,461,446,337,388,402,404,435,408,410,395,481,433,466,513,582,567,577,533,608,-,2020,Bíobío,SAR,SAR Entre Ríos
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,24696,650,1030,1006,1136,1221,1028,1101,1173,1122,1073,1273,977,518,449,441,402,180,280,412,399,461,439,337,388,398,394,435,408,410,395,481,433,466,513,582,567,577,533,608,-,2020,Bíobío,SAR,SAR Entre Ríos
TOTAL CAUSAS SISTEMA RESPIRATORIO,4340,121,204,162,145,209,178,163,209,229,260,336,478,203,114,89,64,40,58,83,94,71,46,41,67,33,44,41,40,42,30,49,42,38,49,85,52,25,38,68,-,2020,Bíobío,SAR,SAR Entre Ríos
IRA Alta (J00-J06),3345,81,160,134,112,164,138,127,153,183,202,272,413,165,101,75,47,28,37,58,64,60,38,32,50,19,32,31,24,29,18,35,22,23,38,65,30,15,25,45,-,2020,Bíobío,SAR,SAR Entre Ríos
Influenza (J09-J11),16,0,0,0,0,0,6,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2020,Bíobío,SAR,SAR Entre Ríos
Neumonía (J12-J18),59,1,1,4,4,1,2,3,3,4,5,4,1,3,0,0,0,1,1,1,1,0,0,1,1,1,0,0,2,1,1,3,0,1,0,0,2,2,3,1,-,2020,Bíobío,SAR,SAR Entre Ríos
Bronquitis/bronquiolitis aguda (J20-J21),528,29,33,13,18,25,18,22,36,22,36,35,42,20,6,8,10,5,8,13,17,5,2,5,7,2,5,5,10,7,3,5,8,6,6,10,10,1,2,13,-,2020,Bíobío,SAR,SAR Entre Ríos
Crisis obstructiva bronquial (J40-J46),268,7,7,7,8,7,8,8,11,15,10,15,18,9,6,1,5,3,8,7,7,5,5,2,6,5,5,4,4,5,8,4,8,4,5,9,7,4,5,6,-,2020,Bíobío,SAR,SAR Entre Ríos
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",124,3,3,4,3,12,6,2,6,5,3,5,4,6,1,5,2,3,4,4,5,1,1,1,3,6,2,1,0,0,0,2,4,4,0,1,3,3,3,3,-,2020,Bíobío,SAR,SAR Entre Ríos
COVID 19 Sospechoso (U072),1671,0,0,0,0,0,0,0,0,0,0,1,1,5,4,3,2,8,24,22,42,73,81,64,54,70,77,95,96,84,79,82,59,64,79,101,114,124,62,101,-,2020,Bíobío,SAR,SAR Entre Ríos
COVID 19 Confirmado (U071),118,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,2,17,16,12,11,4,6,8,6,0,2,2,4,7,5,9,1,-,2020,Bíobío,SAR,SAR Entre Ríos
TOTAL CAUSAS SISTEMA CIRCULATORIO,427,11,13,18,12,11,19,12,22,15,17,15,11,5,12,2,8,1,13,8,10,7,11,11,6,7,6,8,6,12,6,11,10,14,6,14,14,17,12,14,-,2020,Bíobío,SAR,SAR Entre Ríos
