Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,30586,-,-,-,-,-,-,-,-,-,0,-,0,793,1180,942,970,1003,1071,1174,1073,974,1112,1004,926,1038,1104,1002,1140,1277,1511,1329,1309,1291,1286,1167,1132,1157,1126,1361,134,2020,Talcahuano,Hospital,Hospital Las Higueras (Talcahuano)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,53225,1927,2080,1977,2002,2018,1978,2013,2039,1966,1852,2046,1462,867,1141,919,939,980,1043,1154,1039,940,1080,986,921,1020,1076,986,1105,1231,1466,1291,1280,1250,1251,1128,1098,1119,1107,1319,129,2020,Talcahuano,Hospital,Hospital Las Higueras (Talcahuano)
TOTAL CAUSAS SISTEMA RESPIRATORIO,2841,168,168,109,106,107,109,112,125,108,131,182,293,139,96,60,45,41,36,46,34,34,34,25,29,35,44,27,40,37,34,36,27,43,38,30,31,26,22,31,3,2020,Talcahuano,Hospital,Hospital Las Higueras (Talcahuano)
IRA Alta (J00-J06),1272,82,67,41,43,50,59,46,52,49,58,91,186,87,72,31,28,12,11,14,11,10,10,11,10,5,13,13,21,11,11,11,8,10,11,8,3,4,6,6,0,2020,Talcahuano,Hospital,Hospital Las Higueras (Talcahuano)
Influenza (J09-J11),33,0,2,1,2,3,1,0,1,1,1,2,6,5,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,Talcahuano,Hospital,Hospital Las Higueras (Talcahuano)
Neumonía (J12-J18),617,31,38,23,17,21,21,16,27,12,28,18,31,20,7,12,6,11,10,16,9,11,14,7,9,17,21,10,8,15,13,15,8,16,18,12,18,12,10,8,1,2020,Talcahuano,Hospital,Hospital Las Higueras (Talcahuano)
Bronquitis/bronquiolitis aguda (J20-J21),156,9,22,5,11,7,4,18,12,4,11,21,15,3,0,0,0,0,0,0,1,1,0,1,2,1,0,1,0,0,1,1,2,0,0,0,1,1,0,1,0,2020,Talcahuano,Hospital,Hospital Las Higueras (Talcahuano)
Crisis obstructiva bronquial (J40-J46),390,28,13,20,13,9,7,11,13,23,18,34,41,19,8,11,6,8,10,12,7,5,8,5,5,6,2,0,7,7,3,3,2,8,3,5,2,1,1,5,1,2020,Talcahuano,Hospital,Hospital Las Higueras (Talcahuano)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",373,18,26,19,20,17,17,21,20,19,15,16,14,5,5,5,5,9,5,3,6,7,2,1,3,6,8,3,4,4,6,6,7,9,5,5,7,8,5,11,1,2020,Talcahuano,Hospital,Hospital Las Higueras (Talcahuano)
COVID 19 Sospechoso (U072),4199,-,-,-,-,-,0,0,0,4,4,15,133,143,226,166,105,75,46,52,72,77,91,99,109,146,128,128,121,155,253,215,212,204,237,280,155,186,143,207,12,2020,Talcahuano,Hospital,Hospital Las Higueras (Talcahuano)
