Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,8893,-,-,-,-,-,-,-,-,-,-,-,-,0,0,287,352,280,342,355,358,347,341,330,275,285,260,310,296,362,347,373,363,356,376,393,416,429,434,551,75,2020,Del Maule,SAR,SAR Parral
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,18562,814,746,751,745,806,752,810,757,730,750,823,660,385,354,352,345,277,343,362,351,335,312,309,269,267,250,297,291,347,336,370,358,346,362,370,401,405,430,524,70,2020,Del Maule,SAR,SAR Parral
TOTAL CAUSAS SISTEMA RESPIRATORIO,2895,156,164,132,127,145,151,163,183,149,202,289,317,107,74,42,46,21,24,23,29,15,18,32,18,13,13,10,10,20,11,19,18,19,22,18,15,19,21,37,3,2020,Del Maule,SAR,SAR Parral
IRA Alta (J00-J06),2369,134,137,110,104,125,125,131,142,128,167,258,286,89,60,29,34,17,15,16,19,13,10,26,15,9,9,8,6,11,8,13,10,13,17,10,12,15,11,25,2,2020,Del Maule,SAR,SAR Parral
Influenza (J09-J11),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Del Maule,SAR,SAR Parral
Neumonía (J12-J18),27,0,0,1,2,1,0,3,3,2,1,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,2020,Del Maule,SAR,SAR Parral
Bronquitis/bronquiolitis aguda (J20-J21),250,19,14,18,16,9,14,15,25,8,16,18,14,9,4,9,8,1,5,4,4,0,1,0,1,0,1,0,1,1,1,1,2,2,0,1,1,1,0,6,0,2020,Del Maule,SAR,SAR Parral
Crisis obstructiva bronquial (J40-J46),122,2,7,3,4,6,7,2,2,2,8,2,3,5,6,2,3,2,4,3,2,2,2,4,2,4,3,0,0,5,1,3,4,1,1,2,2,0,7,3,1,2020,Del Maule,SAR,SAR Parral
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",127,1,6,0,1,4,5,12,11,9,10,6,13,3,4,2,1,1,0,0,4,0,5,1,0,0,0,2,2,2,1,2,2,2,4,2,0,3,3,3,0,2020,Del Maule,SAR,SAR Parral
COVID 19 Sospechoso (U072),1086,-,-,-,-,-,0,0,0,0,0,0,2,1,8,0,7,5,10,17,8,24,59,45,44,29,34,42,42,43,43,49,37,46,52,61,85,96,69,118,10,2020,Del Maule,SAR,SAR Parral
COVID 19 Confirmado (U071),14,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Del Maule,SAR,SAR Parral
TOTAL CAUSAS SISTEMA CIRCULATORIO,246,7,4,5,7,7,7,5,9,8,3,6,3,4,8,13,7,2,7,8,3,6,5,5,3,1,5,7,5,8,11,5,6,4,12,9,6,8,6,8,3,2020,Del Maule,SAR,SAR Parral
Infarto agudo miocardio,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2020,Del Maule,SAR,SAR Parral
Accidente vascular encefálico,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,1,0,0,0,0,2020,Del Maule,SAR,SAR Parral
Crisis hipertensiva,89,0,2,1,2,1,2,1,5,3,1,4,1,1,4,5,2,2,5,5,2,5,1,1,0,0,2,3,2,3,3,0,1,1,1,0,1,6,3,5,2,2020,Del Maule,SAR,SAR Parral
Arritmia grave,38,3,1,0,0,2,0,2,1,0,0,0,2,1,2,2,1,0,2,0,1,0,1,2,1,0,1,0,0,1,2,1,1,1,2,1,0,1,0,2,1,2020,Del Maule,SAR,SAR Parral
