Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,65,72,86,45,107,105,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,1384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,65,72,89,122,107,105,73,59,61,75,76,67,66,68,64,61,63,41,50,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
TOTAL CAUSAS SISTEMA RESPIRATORIO,221,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,12,7,15,15,16,14,10,14,14,5,6,8,10,8,14,9,27,6,11,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
IRA Alta (J00-J06),84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,5,8,8,9,3,4,1,8,0,2,1,4,6,4,3,14,0,3,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
Influenza (J09-J11),4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
Neumonía (J12-J18),47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,0,1,5,2,3,2,8,0,0,2,2,3,2,4,0,4,3,4,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
Bronquitis/bronquiolitis aguda (J20-J21),16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,1,3,1,2,1,0,0,0,0,1,0,1,1,2,0,1,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
Crisis obstructiva bronquial (J40-J46),24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,4,1,0,1,0,1,3,3,0,2,1,0,2,1,3,1,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,6,1,1,0,2,6,1,3,3,2,2,3,1,0,3,3,4,2,3,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
COVID 19 Sospechoso (U072),429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,43,40,36,61,44,33,20,25,6,34,4,12,19,17,4,10,8,9,4,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
COVID 19 Confirmado (U071),135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,10,7,4,5,8,13,17,2,5,7,12,4,2,6,6,4,4,11,8,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
TOTAL CAUSAS SISTEMA CIRCULATORIO,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,11,2,0,0,5,1,3,0,8,0,2,2,1,0,0,1,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
Infarto agudo miocardio,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
Accidente vascular encefálico,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
Crisis hipertensiva,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,2,0,0,4,1,3,0,2,0,1,2,1,0,0,1,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
Arritmia grave,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
Otras causas circulatorias,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,11,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
Accidentes del tránsito,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
Otras causas externas,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
DIARREA AGUDA (A00-A09),5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
TOTAL DEMÁS CAUSAS,551,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,3,29,41,39,39,24,15,36,20,54,40,33,36,40,38,23,14,27,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
- CAUSAS SISTEMA CIRCULATORIO,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
- CAUSAS SISTEMA RESPIRATORIO,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
- SOSPECHA CORONAVIRUS (U072),0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
- CORONAVIRUS (U071),0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
- TRAUMATISMOS Y ENVENENAMIENTOS,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
- LAS DEMÁS CAUSAS,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
CIRUGÍAS DE URGENCIA,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,CEAR,Centro de Salud Familiar Juan Pablo II
