Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2020,Libertador B. O'Higgins,SAPU,Centro de Salud Familiar Chacabuco
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,3649,195,186,224,201,201,226,218,196,214,242,294,245,124,117,118,128,100,117,132,100,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2020,Libertador B. O'Higgins,SAPU,Centro de Salud Familiar Chacabuco
TOTAL CAUSAS SISTEMA RESPIRATORIO,1058,54,48,61,56,43,67,58,44,64,80,126,127,49,44,29,27,17,19,17,17,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2020,Libertador B. O'Higgins,SAPU,Centro de Salud Familiar Chacabuco
IRA Alta (J00-J06),668,32,28,34,34,31,41,30,30,46,52,77,85,30,29,19,20,10,12,10,11,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2020,Libertador B. O'Higgins,SAPU,Centro de Salud Familiar Chacabuco
Influenza (J09-J11),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2020,Libertador B. O'Higgins,SAPU,Centro de Salud Familiar Chacabuco
Neumonía (J12-J18),7,0,0,0,0,0,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2020,Libertador B. O'Higgins,SAPU,Centro de Salud Familiar Chacabuco
Bronquitis/bronquiolitis aguda (J20-J21),67,6,4,11,2,3,3,3,1,4,2,10,6,3,1,4,2,1,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2020,Libertador B. O'Higgins,SAPU,Centro de Salud Familiar Chacabuco
Crisis obstructiva bronquial (J40-J46),60,3,4,1,4,2,3,5,2,3,6,8,10,1,5,1,0,1,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2020,Libertador B. O'Higgins,SAPU,Centro de Salud Familiar Chacabuco
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",255,13,12,15,16,7,19,20,11,11,20,30,24,12,9,5,5,5,7,5,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2020,Libertador B. O'Higgins,SAPU,Centro de Salud Familiar Chacabuco
COVID 19 Sospechoso (U072),20,0,-,0,-,0,0,0,0,0,0,0,1,4,1,0,0,0,1,2,8,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2020,Libertador B. O'Higgins,SAPU,Centro de Salud Familiar Chacabuco
