Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,7226,-,-,-,-,-,-,-,-,-,-,-,0,0,251,251,220,272,330,301,328,351,290,280,252,227,171,204,259,244,238,239,274,308,259,275,304,310,304,415,69,2020,Metropolitano Sur,SAPU,SAPU-Recreo
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,14991,726,671,632,610,558,574,549,564,626,665,776,592,310,251,251,219,265,324,291,303,336,278,276,246,226,215,198,253,239,237,236,265,295,254,273,300,307,334,397,69,2020,Metropolitano Sur,SAPU,SAPU-Recreo
TOTAL CAUSAS SISTEMA RESPIRATORIO,2531,143,122,116,95,79,95,117,101,121,137,235,305,114,58,67,45,41,64,79,38,55,36,17,14,11,10,19,15,9,18,9,9,16,17,14,18,18,17,29,8,2020,Metropolitano Sur,SAPU,SAPU-Recreo
IRA Alta (J00-J06),1969,106,90,100,76,65,75,87,84,90,106,197,264,96,45,53,37,32,53,67,31,42,14,10,9,5,4,6,7,5,10,8,5,13,10,9,9,11,12,20,6,2020,Metropolitano Sur,SAPU,SAPU-Recreo
Influenza (J09-J11),8,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAPU,SAPU-Recreo
Neumonía (J12-J18),51,3,2,1,1,2,4,3,2,1,2,3,1,1,0,0,1,0,0,1,0,2,2,2,1,1,1,1,2,0,3,1,0,0,1,2,1,1,0,2,0,2020,Metropolitano Sur,SAPU,SAPU-Recreo
Bronquitis/bronquiolitis aguda (J20-J21),297,26,24,8,10,8,8,17,13,19,20,26,27,10,11,10,5,6,7,6,6,3,4,1,1,3,0,2,2,1,0,0,0,2,1,1,3,1,1,3,1,2020,Metropolitano Sur,SAPU,SAPU-Recreo
Crisis obstructiva bronquial (J40-J46),134,6,2,6,4,2,5,6,2,9,7,6,12,5,0,3,2,3,1,4,1,4,2,0,2,1,3,4,4,2,4,0,4,1,3,2,3,2,2,4,1,2020,Metropolitano Sur,SAPU,SAPU-Recreo
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",72,2,2,0,1,2,2,4,0,2,2,3,1,2,2,1,0,0,3,1,0,4,14,4,1,0,2,6,0,1,1,0,0,0,2,0,2,3,2,0,0,2020,Metropolitano Sur,SAPU,SAPU-Recreo
COVID 19 Sospechoso (U072),1357,-,-,-,-,-,0,0,0,0,0,1,7,9,0,1,4,8,20,35,114,101,96,112,103,99,54,39,49,38,32,39,38,63,29,41,49,52,57,60,7,2020,Metropolitano Sur,SAPU,SAPU-Recreo
COVID 19 Confirmado (U071),89,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,22,15,9,7,9,7,2,1,1,0,1,3,3,0,0,0,0,0,0,2020,Metropolitano Sur,SAPU,SAPU-Recreo
TOTAL CAUSAS SISTEMA CIRCULATORIO,489,11,11,14,11,13,12,15,12,15,17,16,7,12,11,14,8,15,18,6,10,15,9,8,6,10,8,9,13,12,20,14,11,14,12,15,16,14,12,19,4,2020,Metropolitano Sur,SAPU,SAPU-Recreo
Infarto agudo miocardio,11,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAPU,SAPU-Recreo
Accidente vascular encefálico,8,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2020,Metropolitano Sur,SAPU,SAPU-Recreo
Crisis hipertensiva,315,6,8,9,5,4,8,6,8,10,7,7,5,7,8,13,6,12,13,3,7,8,8,7,6,7,7,7,9,10,13,9,9,10,3,8,11,7,7,15,2,2020,Metropolitano Sur,SAPU,SAPU-Recreo
Arritmia grave,36,2,2,0,1,1,0,1,0,1,2,0,0,2,1,0,1,1,3,0,1,3,0,1,0,1,0,0,0,0,1,1,1,1,1,2,1,1,0,3,0,2020,Metropolitano Sur,SAPU,SAPU-Recreo
