Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,136,24,21,21,26,10,19,15,2022,Bíobío,SUR,SUR San Rosendo
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,137,25,21,21,26,10,19,15,2022,Bíobío,SUR,SUR San Rosendo
TOTAL CAUSAS SISTEMA RESPIRATORIO,39,6,8,7,13,2,2,1,2022,Bíobío,SUR,SUR San Rosendo
IRA Alta (J00-J06),0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
Influenza (J09-J11),0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
Neumonía (J12-J18),4,2,1,0,0,0,1,0,2022,Bíobío,SUR,SUR San Rosendo
Bronquitis/bronquiolitis aguda (J20-J21),9,0,2,0,6,0,0,1,2022,Bíobío,SUR,SUR San Rosendo
Crisis obstructiva bronquial (J40-J46),2,1,0,0,1,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",24,3,5,7,6,2,1,0,2022,Bíobío,SUR,SUR San Rosendo
COVID 19 Sospechoso (U072),3,0,0,0,0,1,0,2,2022,Bíobío,SUR,SUR San Rosendo
COVID 19 Confirmado (U071),2,0,0,2,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
TOTAL CAUSAS SISTEMA CIRCULATORIO,1,1,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
Infarto agudo miocardio,0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
Accidente vascular encefálico,0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
Crisis hipertensiva,0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
Arritmia grave,0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
Otras causas circulatorias,1,1,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
Accidentes del tránsito,0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
Otras causas externas,0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),2,1,0,0,0,0,0,1,2022,Bíobío,SUR,SUR San Rosendo
Ideación Suicida (R458),1,1,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
Trastornos del Humor (Afectivos) (F30-F39),0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
Otros trastornos mentales no contenidos en las categorías anteriores,1,0,0,0,0,0,0,1,2022,Bíobío,SUR,SUR San Rosendo
DIARREA AGUDA (A00-A09),0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
TOTAL DEMÁS CAUSAS,90,17,13,12,13,7,17,11,2022,Bíobío,SUR,SUR San Rosendo
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
- COVID 19 SOSPECHOSO (U072),0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
- COVID 19 CONFIRMADO (U071),0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,2022,Bíobío,SUR,SUR San Rosendo
