Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,8213,-,-,-,-,0,-,-,-,-,-,45,-,182,285,274,260,245,337,344,372,473,391,355,282,289,206,249,231,298,281,264,296,277,293,290,293,307,331,397,66,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,13974,508,505,497,515,532,443,370,421,414,466,520,525,284,273,274,260,245,337,344,372,473,391,355,282,289,206,249,231,298,281,264,296,277,293,290,293,307,331,397,66,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
TOTAL CAUSAS SISTEMA RESPIRATORIO,2027,99,113,99,85,93,78,73,66,76,75,153,201,88,63,70,49,43,24,19,22,56,29,32,13,7,8,9,11,23,26,13,24,19,23,20,18,14,40,47,6,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
IRA Alta (J00-J06),793,34,38,28,23,70,65,24,19,31,25,65,97,44,26,34,19,8,9,5,5,23,13,8,4,0,0,2,0,7,2,1,8,4,9,7,6,5,13,11,1,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
Influenza (J09-J11),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
Neumonía (J12-J18),38,4,4,5,1,2,3,1,2,1,0,1,1,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
Bronquitis/bronquiolitis aguda (J20-J21),79,5,4,12,4,3,6,3,3,2,1,2,9,1,3,1,0,1,1,2,0,1,2,0,0,0,0,0,1,0,2,0,0,2,0,4,0,1,0,3,0,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
Crisis obstructiva bronquial (J40-J46),158,10,12,7,4,3,4,1,7,5,4,19,11,5,3,2,4,3,3,5,2,2,3,2,0,0,2,0,1,2,4,4,2,5,2,0,1,4,4,5,1,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",959,46,55,47,53,15,0,44,35,37,45,66,83,38,30,32,26,30,10,7,15,28,10,22,9,7,5,7,8,13,17,8,14,8,11,9,11,4,22,28,4,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
COVID 19 Sospechoso (U072),1918,-,-,-,-,0,0,1,0,0,0,0,6,10,14,9,9,17,74,119,164,212,205,162,137,124,60,74,52,74,43,39,24,43,54,29,52,27,32,41,11,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
COVID 19 Confirmado (U071),43,-,-,-,-,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
TOTAL CAUSAS SISTEMA CIRCULATORIO,535,14,13,16,15,18,8,15,19,16,17,12,15,11,10,8,11,12,16,12,11,18,15,12,10,15,13,14,17,8,20,10,17,20,7,18,9,19,9,15,0,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
Infarto agudo miocardio,7,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
Accidente vascular encefálico,12,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
Crisis hipertensiva,12,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,SAPU,SAPU-Santa Julia
