Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,1379,107,128,154,235,285,270,200,2022,Talcahuano,SUR,SUR Dichato
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,1299,91,122,153,225,277,247,184,2022,Talcahuano,SUR,SUR Dichato
TOTAL CAUSAS SISTEMA RESPIRATORIO,44,10,8,7,1,5,4,9,2022,Talcahuano,SUR,SUR Dichato
IRA Alta (J00-J06),35,7,5,6,1,3,4,9,2022,Talcahuano,SUR,SUR Dichato
Influenza (J09-J11),0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
Neumonía (J12-J18),1,0,0,0,0,1,0,0,2022,Talcahuano,SUR,SUR Dichato
Bronquitis/bronquiolitis aguda (J20-J21),5,1,3,0,0,1,0,0,2022,Talcahuano,SUR,SUR Dichato
Crisis obstructiva bronquial (J40-J46),1,1,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",2,1,0,1,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
COVID 19 Sospechoso (U072),591,15,36,39,121,158,148,74,2022,Talcahuano,SUR,SUR Dichato
COVID 19 Confirmado (U071),99,0,0,0,12,16,21,50,2022,Talcahuano,SUR,SUR Dichato
TOTAL CAUSAS SISTEMA CIRCULATORIO,10,1,3,1,2,2,0,1,2022,Talcahuano,SUR,SUR Dichato
Infarto agudo miocardio,1,0,0,0,0,1,0,0,2022,Talcahuano,SUR,SUR Dichato
Accidente vascular encefálico,0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
Crisis hipertensiva,2,0,1,0,0,0,0,1,2022,Talcahuano,SUR,SUR Dichato
Arritmia grave,0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
Otras causas circulatorias,7,1,2,1,2,1,0,0,2022,Talcahuano,SUR,SUR Dichato
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,1,0,0,0,0,1,0,0,2022,Talcahuano,SUR,SUR Dichato
Accidentes del tránsito,0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
Otras causas externas,1,0,0,0,0,1,0,0,2022,Talcahuano,SUR,SUR Dichato
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),8,1,2,2,0,2,0,1,2022,Talcahuano,SUR,SUR Dichato
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
Trastornos del Humor (Afectivos) (F30-F39),0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",8,1,2,2,0,2,0,1,2022,Talcahuano,SUR,SUR Dichato
Otros trastornos mentales no contenidos en las categorías anteriores,0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
DIARREA AGUDA (A00-A09),24,1,1,6,4,0,7,5,2022,Talcahuano,SUR,SUR Dichato
TOTAL DEMÁS CAUSAS,522,63,72,98,85,93,67,44,2022,Talcahuano,SUR,SUR Dichato
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
- COVID 19 SOSPECHOSO (U072),0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
- COVID 19 CONFIRMADO (U071),0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,2022,Talcahuano,SUR,SUR Dichato
