Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,-,-,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Talcahuano,SAR,SAR San Vicente
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,20361,760,759,745,594,734,616,693,706,642,496,721,674,312,344,314,391,308,307,319,348,363,420,445,318,437,447,427,454,526,572,520,578,540,577,565,552,559,513,604,161,2020,Talcahuano,SAR,SAR San Vicente
TOTAL CAUSAS SISTEMA RESPIRATORIO,2591,145,126,115,99,117,73,108,100,119,92,185,247,76,65,57,106,57,61,58,44,35,40,47,29,40,27,29,20,33,27,19,36,31,26,32,18,17,11,17,7,2020,Talcahuano,SAR,SAR San Vicente
IRA Alta (J00-J06),1962,110,105,87,85,98,60,90,87,94,68,146,220,63,49,42,74,37,32,27,34,22,28,33,23,23,17,17,12,17,20,12,21,24,16,23,15,12,5,9,5,2020,Talcahuano,SAR,SAR San Vicente
Influenza (J09-J11),8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2020,Talcahuano,SAR,SAR San Vicente
Neumonía (J12-J18),50,2,0,2,1,2,1,2,0,0,2,5,2,0,6,0,0,1,3,0,1,0,0,1,0,1,3,0,1,3,2,0,1,0,2,1,0,2,1,2,0,2020,Talcahuano,SAR,SAR San Vicente
Bronquitis/bronquiolitis aguda (J20-J21),317,30,15,14,8,9,8,8,9,15,20,26,18,7,8,9,22,12,10,19,4,4,5,7,3,5,4,2,2,2,1,0,4,2,2,0,0,0,1,2,0,2020,Talcahuano,SAR,SAR San Vicente
Crisis obstructiva bronquial (J40-J46),185,2,1,7,4,4,2,6,4,8,1,5,4,4,2,3,8,7,14,10,4,7,5,5,2,5,3,8,4,2,4,6,6,5,5,4,2,3,4,3,2,2020,Talcahuano,SAR,SAR San Vicente
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",69,1,4,5,1,4,2,2,0,2,1,3,3,2,0,3,2,0,2,2,1,2,2,1,1,5,0,2,1,3,0,1,4,0,1,4,1,0,0,1,0,2020,Talcahuano,SAR,SAR San Vicente
COVID 19 Sospechoso (U072),2889,0,0,0,0,0,0,0,0,0,1,0,1,3,6,3,19,34,33,37,59,69,79,101,61,107,107,101,144,147,182,169,123,121,173,227,222,184,152,193,31,2020,Talcahuano,SAR,SAR San Vicente
