Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,7193,-,-,-,-,-,-,-,-,-,-,-,-,200,279,312,272,271,302,253,289,261,250,309,249,221,224,253,228,265,240,263,250,280,275,327,258,269,233,317,43,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,12314,425,414,439,404,490,476,512,439,456,401,437,328,292,261,306,263,263,290,279,278,253,243,297,238,232,218,250,217,256,231,254,239,263,265,307,268,256,228,304,42,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
TOTAL CAUSAS SISTEMA RESPIRATORIO,1094,43,44,38,33,64,41,68,43,56,48,83,96,81,48,42,32,23,16,19,20,14,15,14,9,14,8,7,12,8,3,10,5,5,5,6,3,9,3,6,0,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
IRA Alta (J00-J06),838,32,33,27,25,52,35,62,34,43,37,63,82,65,37,26,23,14,11,13,17,10,11,10,8,11,6,2,7,3,3,8,3,4,3,4,3,5,2,4,0,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
Influenza (J09-J11),2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
Neumonía (J12-J18),41,0,0,3,0,0,1,1,1,1,3,4,3,6,2,5,0,1,0,1,0,1,1,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
Bronquitis/bronquiolitis aguda (J20-J21),131,8,6,5,6,8,3,2,4,8,5,12,10,8,6,8,7,2,2,2,2,2,2,3,1,0,0,1,2,2,0,0,0,0,0,2,0,0,0,2,0,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
Crisis obstructiva bronquial (J40-J46),47,1,5,1,2,3,1,1,0,3,3,2,0,2,3,1,1,3,2,2,1,0,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,3,0,0,0,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",35,2,0,2,0,1,1,2,3,1,0,1,1,0,0,2,1,3,1,1,0,1,1,1,0,1,0,1,2,1,0,2,2,0,0,0,0,1,0,0,0,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
COVID 19 Sospechoso (U072),238,-,-,-,-,-,0,0,0,0,0,0,0,2,2,0,0,2,3,1,4,4,2,6,11,11,9,5,11,17,13,14,16,21,18,17,18,19,5,6,1,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
COVID 19 Confirmado (U071),14,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,1,2,1,0,1,1,1,0,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
TOTAL CAUSAS SISTEMA CIRCULATORIO,463,17,13,13,11,13,20,13,5,19,12,9,9,10,9,10,9,12,13,15,19,15,9,17,12,8,16,11,10,8,11,11,13,9,3,14,8,14,9,11,3,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
Infarto agudo miocardio,17,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
Accidente vascular encefálico,23,2,1,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,1,1,0,1,1,1,1,0,2,0,0,0,1,0,1,0,1,2,0,0,1,0,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
Crisis hipertensiva,272,6,7,10,7,5,14,6,1,7,6,4,4,4,7,6,7,9,8,12,11,9,4,13,7,5,9,6,7,2,9,10,9,3,3,10,3,6,8,6,2,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
Arritmia grave,38,0,1,1,2,0,4,1,1,3,2,1,1,2,0,2,0,1,1,1,0,1,1,0,1,0,3,3,2,0,0,0,0,0,0,1,0,2,0,0,0,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
Otras causas circulatorias,113,8,4,1,1,7,2,6,2,7,3,4,3,2,1,2,0,2,4,1,4,4,2,3,3,1,4,0,1,6,2,0,4,5,0,2,3,5,0,3,1,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,1957,56,74,66,74,73,66,92,69,76,63,74,41,38,51,44,31,57,48,30,40,40,50,39,37,30,39,43,40,36,41,42,36,36,47,53,46,44,38,47,10,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
Accidentes del tránsito,8,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
Otras causas externas,1949,56,73,66,74,72,66,92,68,76,63,74,40,38,50,44,31,56,48,30,40,40,49,39,37,30,39,43,40,36,41,42,36,36,47,53,46,44,37,47,10,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
DIARREA AGUDA (A00-A09),30,2,2,0,1,6,3,1,6,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2020,Atacama,Hospital,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)
