Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Iquique,SAPU,SAPU Cirujano Guzmán
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,10373,483,418,431,476,423,467,438,496,494,500,551,425,203,185,182,202,179,231,188,177,194,172,159,178,153,157,147,146,163,164,169,162,99,165,136,155,180,215,232,78,2020,Iquique,SAPU,SAPU Cirujano Guzmán
TOTAL CAUSAS SISTEMA RESPIRATORIO,2106,115,79,96,99,75,93,97,99,101,132,168,173,72,60,44,46,32,52,28,31,38,21,17,26,33,27,11,28,17,12,13,20,5,31,14,17,19,19,34,12,2020,Iquique,SAPU,SAPU Cirujano Guzmán
IRA Alta (J00-J06),1636,95,62,86,83,66,84,87,83,91,117,132,151,60,48,33,32,27,40,27,30,32,16,15,12,13,19,4,15,8,3,4,12,2,11,3,3,8,5,13,4,2020,Iquique,SAPU,SAPU Cirujano Guzmán
Influenza (J09-J11),8,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Iquique,SAPU,SAPU Cirujano Guzmán
Neumonía (J12-J18),44,1,2,1,5,0,0,4,2,2,0,5,3,1,0,1,0,0,0,0,0,4,2,0,0,1,0,1,2,1,0,0,0,0,0,1,1,1,0,3,0,2020,Iquique,SAPU,SAPU Cirujano Guzmán
Bronquitis/bronquiolitis aguda (J20-J21),104,7,5,1,5,5,6,4,5,4,7,8,7,8,4,5,5,1,4,0,0,0,0,1,1,1,0,0,2,0,0,1,1,0,1,0,0,0,2,2,1,2020,Iquique,SAPU,SAPU Cirujano Guzmán
Crisis obstructiva bronquial (J40-J46),55,3,4,0,2,2,2,0,2,2,5,2,4,0,2,1,1,3,2,1,0,0,1,1,2,1,0,1,1,2,0,0,0,2,0,1,2,2,0,1,0,2020,Iquique,SAPU,SAPU Cirujano Guzmán
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",259,8,6,8,4,2,1,2,7,2,3,21,3,3,5,4,7,1,6,0,1,2,2,0,11,17,8,5,8,6,9,8,7,1,19,9,11,8,12,15,7,2020,Iquique,SAPU,SAPU Cirujano Guzmán
COVID 19 Sospechoso (U072),410,-,-,-,-,-,0,0,0,0,0,0,2,3,5,4,6,5,3,11,26,27,28,23,14,26,18,14,18,25,17,18,14,4,21,8,7,11,18,30,4,2020,Iquique,SAPU,SAPU Cirujano Guzmán
COVID 19 Confirmado (U071),16,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,6,1,0,1,2,0,0,1,0,0,0,0,0,0,2020,Iquique,SAPU,SAPU Cirujano Guzmán
