Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,17484,770,793,785,818,889,905,984,908,785,593,688,413,224,204,206,230,242,237,269,279,236,260,261,278,268,278,262,287,321,295,313,333,412,432,394,440,401,330,359,102,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
TOTAL CAUSAS SISTEMA RESPIRATORIO,2234,109,116,84,111,192,204,143,134,205,127,146,121,66,45,43,39,37,31,20,15,14,15,8,12,9,11,11,13,4,7,22,10,11,17,16,27,12,8,15,4,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
IRA Alta (J00-J06),408,34,9,19,15,34,34,16,43,47,23,35,21,15,3,3,7,4,3,4,1,1,2,2,4,2,0,0,1,0,1,2,1,4,4,2,0,2,7,2,1,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
Influenza (J09-J11),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
Neumonía (J12-J18),25,1,2,0,2,0,4,1,2,1,0,2,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
Bronquitis/bronquiolitis aguda (J20-J21),247,14,9,15,19,26,36,14,14,23,5,23,9,10,6,3,2,6,5,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
Crisis obstructiva bronquial (J40-J46),48,5,5,2,2,2,0,0,5,4,4,0,2,0,0,0,3,0,1,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,2,1,3,0,0,0,0,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1506,55,91,48,73,130,130,112,70,130,95,86,89,40,35,36,26,26,22,14,14,12,9,6,8,5,7,10,12,3,6,20,8,6,10,13,23,9,1,13,3,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
COVID 19 Sospechoso (U072),1236,0,-,-,-,-,0,0,0,0,1,0,11,14,5,10,11,9,15,32,72,53,53,58,90,52,68,39,40,50,38,14,34,24,80,119,88,66,39,46,5,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
COVID 19 Confirmado (U071),37,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
TOTAL CAUSAS SISTEMA CIRCULATORIO,454,9,12,9,18,14,18,16,18,11,13,6,10,5,5,14,7,8,6,9,2,12,11,5,4,18,10,6,14,8,13,9,13,18,13,17,30,15,14,10,4,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
Infarto agudo miocardio,37,1,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,2,1,0,1,2,16,1,0,1,1,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
Accidente vascular encefálico,22,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
Crisis hipertensiva,313,6,7,9,14,10,13,10,14,6,8,6,8,3,3,9,4,4,3,8,2,10,8,5,4,12,9,4,9,8,9,5,8,17,8,13,8,9,12,5,3,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
Arritmia grave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Valparaíso San Antonio,SAPU,SAPU-Algarrobo
